id,name,slug,description,companies,logo
1747,Essence Engine 3,essence-engine-3,"Company of Heroes 2 is the first game to feature the 3rd generation of the Essence Engine (Essence 3.0) which features DirectX 11 support. Improvement to the engine featured in the game include the new line-of-sight technology, TrueSight, which aims to better emulate troop visibility in real combat. In contrast to traditional unit visibility, TrueSight more accurately represents a unit's visibility range based on environmental conditions and type of unit. Essence 3.0 also incorporates a weather-simulating technology known as ColdTech which allows for realistic obstacles and destructible environments.",[196],
1672,LowRes NX,lowres-nx,A virtual game console.,[56470],365.0
765,RPG Maker 2003,rpg-maker-2003,,,
245,Europa,europa,,,
1595,Retro Puzzle Maker,retro-puzzle-maker,"This is a new tool meant to help you create new puzzle games you can play on an NES! You can download a rom, or play using the built-in emulator. You can also share your game publicly with a share link!",,
762,Shooting Game Builder,shooting-game-builder,"Shooting Game Builder is a tool for creating and distributing shoot 'em up with no programming required!
You can create your own graphics, sounds, and ideas.",,271.0
1748,Sega Model 3,sega-model-3,"The Sega Model 3 is an arcade platform produced by Sega in partnership with Lockheed Martin. It is a successor to the Sega Model 2 platform, and was released in 1996. The Model 3 hardware is very different to the Model 1 and Model 2 boards which preceded it. It was designed with one purpose in mind - to push as many textured polygons as possible for as least money as possible. Upon release, the Model 3 board was more powerful than any other arcade platform on the market, as well as any home console or computer.","[112, 33743]",410.0
1251,Unity 2021,unity-2021,,,
1688,HedgePhysics,hedgephysics,,,
302,JavaScript,javascript,,,
1311,Custom Engine,custom-engine,,,
398,Chess Engine: The King,chess-engine-the-king,,,
1302,SGDK,sgdk,,,
240,Multimedia Fusion,multimedia-fusion,,,
1708,LiveMaker,livemaker,,,
43,Dark Engine,dark-engine,,"[3, 21]",
32,Retox,retox,,,
573,Naughty Dog Engine,naughty-dog-engine,"Naughty Dog Engine is a proprietary in-house engine developed by Naughty Dog and used across multiple console generations since 2007. First deployed on PlayStation 3 with Uncharted: Drake’s Fortune, it evolved through successive versions to support PlayStation 4 and PlayStation 5 titles such as The Last of Us Part II and The Last of Us Part I. The engine features advanced animation systems, dynamic lighting, and tailored optimizations for Sony hardware. It is not publicly available and is exclusively used by Naughty Dog.",[401],
434,Novelty,novelty,,,296.0
1118,Ink,ink,,,
1534,M.U.G.E.N,mugen--1,"M.U.G.E.N is a 2D fighting game engine that is enables you to create commercial-quality fighting games. Almost everything can be customized, from individual characters to stages, as well as the look and feel of the game.",,
527,SDL,sdl,,,
1454,RenJS,renjs,"RenJS is a HTML5 Visual Novel creator made for writers. The stories are written in a script akin to a screenplay, without the need to do any programming. This script contains the scenes of the story, and each scene contains actions.",,210.0
329,Multimedia Applications Development Environment,multimedia-applications-development-environment,,,
407,Flashpunk,flashpunk,,,
391,Dragon Engine,dragon-engine,,,
65,Torque 2D,torque-2d,,,
822,Artemis Engine,artemis-engine,,,
522,IRISZOOM,iriszoom,,,
1465,LuaSTGExPlus,luastgexplus,A danmaku game engine coded in c++ and using the lua language.,,
1706,Bibby RPG Engine,bibby-rpg-engine,,[58577],
876,Ren'Py,renpy--1,,,
1619,PWLib,pwlib,PWLib is a casemaker for Ace Attorney fan games.,,333.0
589,Macromedia Director,macromedia-director,,,
1576,Monogatari,monogatari,"Monogatari is a simple web visual novel engine, created to bring Visual Novels to the web.",,297.0
1673,raylib,raylib,A simple and easy-to-use library to enjoy videogames programming,,366.0
1572,Super Mario Bros. X2,super-mario-bros-x2,,[25686],292.0
1074,NW.js,nw-dot-js,,,
1107,sdl2,sdl2,,,
187,Alamo,alamo,"Alamo Game Engine is a game engine developed by Petroglyph, which is used to create the real-time strategy games Star Wars: Empire at War, and Star Wars: Empire at War: Forces of Corruption. A modified version of the Alamo Game Engine was used for Petroglyph's third title, Universe at War: Earth Assault.",[67],
116,id Tech 1,id-tech-1,,,
696,RPG Maker 2000,rpg-maker-2000,,,
1463,Illumix AR engine,illumix-ar-engine,Illumix's AR Engine empowers you to create experiences that will immerse your audience in the world of your brand.,[24003],
37,Quest,quest,,,
1200,NESmaker,nesmaker,,,
1182,GameMaker Studio,gamemaker-studio--1,,,
209,Godfather engine,godfather-engine,,,
1585,IGS PolyGame Master 2,igs-polygame-master-2,"The IGS PolyGame Master 2 is an arcade system released by IGS in 2007, succeeding the IGS PolyGame Master. It features few video games, the most notable of which being the game Knights of Valour 3 from the Knights of Valour series.",[2515],305.0
1045,Eco-Motion Engine,eco-motion-engine,,,
1731,ORE,ore,VB6 Game Engine,,
1562,Nitro Engine,nitro-engine,"This is a 3D game engine for the Nintendo DS, a lot of functions designed to simplify the process of making a 3D game. It isn't standalone, it needs libnds to work.",,
1586,IGS PolyGame Master 3,igs-polygame-master-3,"Also known as the PGM3, is an arcade system released by IGS in 2012, succeeding the IGS PolyGame Master 2. The only game released for it is Knights of Valour 3 HD.",[2515],306.0
1611,binksi,binksi,binski is a tool and game engine for making small lo-fi graphical adventure games where a character explores a world and interacts with its inhabitants.,,327.0
1050,Logan's Shadow,logans-shadow,,,
885,Hedgehog Engine 2,hedgehog-engine-2,"Development of the Hedgehog Engine 2 began concurrently with the development of Sonic Forces in 2013. The main features of the Hedgehog Engine 2 are improved global illumination and shadows, and the introduction of physically based rendering (PBR), which allows for visuals that look natural in any environment.",,198.0
536,SCI,sci,,,
255,Divinity Engine,divinity-engine,,,
1736,Redot,redot,Open‑source game engine for everyone.,,402.0
453,Rataj's Browser Game Engine,ratajs-browser-game-engine,,[12455],
299,MySQL,mysql,,,
881,Retro Engine,retro-engine,,,
510,Super Mario Bros. X,super-mario-bros-x,,,
686,LSSDK,lssdk,An engine developed by SIE London Studio for PlayStation VR.,[18808],
431,kp,kp,,,
418,Mercury Steam Engine,mercury-steam-engine,"Mercury Engine was developed by MercurySteam for American McGee Presents: Scrapland (2004), Clive Barker's Jericho (2007), Castlevania: Lords of Shadow (2013), Castlevania: Lords of Shadow 2 (2014), Castlevania: Lords of Shadow - Mirror of Fate HD (2014), Spacelords (2017) and Scrapland Remastered (2021)",,211.0
1069,GB Studio,gb-studio,A program to make games for the Game Boy line of consoles. It doesn't require coding knowledge.,[53611],318.0
1690,GMate Engine,gmate-engine,,,385.0
663,Lithtech Triton,lithtech-triton,"A custom version of Jupiter was made especially for Monolith, for use with their Tron 2.0 game; this release was codenamed LithTech Triton. Eventually, LithTech Triton's new features were merged back into LithTech Jupiter for licensees.",[407],
297,Crystal Space,crystal-space,"Crystal Space is a framework for developing 3D applications written in C++ by Jorrit Tyberghein and others.  It is typically used as a game engine but the framework is more general and can be used for any kind of 3D visualization. It is very portable and runs on Microsoft Windows, Linux, UNIX, and Mac OS X. It is also free software, licensed under GNU Lesser General Public License, and was SourceForge.net's Project of the Month for February 2003.",,
1421,Omni3D,omni3d,,[234],
95,Creation Engine,creation-engine,,[126],37.0
55,Euphoria Engine,euphoria-engine,Euphoria is a game animation engine.,[3405],32.0
104,MonoGame,monogame,"""MonoGame is an Open Source implementation of the Microsoft XNA 4 Framework. Our goal is to allow XNA developers on Xbox 360, Windows & Windows Phone to port their games to the iOS, Android, Mac OS X, Linux and Windows 8/10.As well as PlayStation Vita, Xbox One and PlayStation 4.""",[4835],82.0
629,Lua,lua,,,
1612,Fallout Engine,fallout-engine,In-house engine developed for Fallout 1 & 2,,
1551,OpenLara,openlara,,,
1145,Unity 2020,unity-2020,,,
147,YETI,yeti,"The engine was originally developed by Tiwak SAS (formerly Yeti Interactive), an engine based on a heavily modified Unreal Engine 2.5, and introduced in the 360 version of Tom Clancy's Ghost Recon Advanced Warfighter.","[841, 4477]",202.0
455,Orx,orx,"Orx is a 2.5D data-driven game development engine. It is open source, ultra-fast, multi-platform and full-featured for C/C++ programmers: beginners and experts alike.",,171.0
48,id Tech 4,id-tech-4,,[184],
200,Evolution,evolution,,[17],35.0
1473,Open Surge,open-surge,Open Surge is two projects in one: a game and a game creation system (game engine). It is released as free and open source software.,[45066],218.0
1590,ugBASIC,ugbasic,"ugBASIC is an isomorphic and open source language, fully documented and designed to develop portable programs, without sacrificing efficiency. With a single source it is therefore possible to create games for numerous 8 bit platforms.",[52967],
123,IW Engine,iw-engine,,"[438, 428, 659]",
322,ZDoom,zdoom,ZDoom is a source port of the Doom engine with additional features.,,277.0
578,Liquid Engine,liquid-engine,Liquid is a proprietary engine developed by 11bit and used in award winning games like Anomaly Warzone Earth.,[4133],
1639,Super Mario 64 Decompilation,super-mario-64-decompilation,A full decompilation of Super Mario 64.,[26587],
1544,RapidFire Engine,rapidfire-engine,RapidFire Engine is Empty Clip Studios proprietary multi-platform engine supporting over 20 platforms since its creation and has been used for most of their releases since the company was founded in 2007.,[2197],266.0
41,RenderWare,renderware,,[34897],41.0
444,Leadwerks,leadwerks,Leadwerks Game Engine is the easiest way to make 3D games. Learn everything you need with our comprehensive tutorials. Build games with the world's most intuitive game development system. Publish to Steam Workshop and show your game off to the world with Leadwerks Game Launcher (now available in early access).,,59.0
1422,Ikemen Go,ikemen-go--1,Ikemen Go is a remake of the Ikemen (open source fighting games engine that supports M.U.G.E.N resources) in Google’s Programming Language “Go”.,,
192,MassTech,masstech,,,
400,LÖVE,love,,,
1636,ECWolf,ecwolf,"ECWolf is an advanced source port for Wolfenstein 3D, Spear of Destiny, and Super 3D Noah's Ark based off of the Wolf4SDL code base. ECWolf pulls a substantial amount of code from ZDoom and aims to provide a wide array of mod editing capabilities without the need to modify the source code.",[55699],
118,Dunia Engine,dunia-engine,,[38],340.0
1166,2D Fighter Maker 2nd.,2d-fighter-maker-2nd,,[2165],140.0
513,Firebird Engine,firebird-engine,"For Shadow of Mordor’s sequel, Shadow of War, the studio’s design aspirations were greatly expanded — and we needed an engine capable of supporting them.

Enter Firebird, the latest and greatest evolution of our proprietary technology. Among many improvements, Firebird was built to support large-scale battles between massive armies, and supports a substantial expansion of the Nemesis system’s capabilities, allowing it to introduce more variables to its unique orcish cast.",[407],64.0
421,Amazon Lumberyard,amazon-lumberyard,Amazon Lumberyard is a free AAA game engine deeply integrated with AWS & Twitch.,[9728],92.0
103,Microsoft XNA,microsoft-xna,"XNA Game Studio is a programming environment that allows you to use Visual Studio to create games for Windows Phone, Xbox 360, and Windows. XNA Game Studio includes the XNA Framework, a set of managed libraries designed for game development based on the Microsoft .NET Framework. This documentation collection contains technology overviews, tutorials, and reference material related to XNA Game Studio.",,
1702,Ultramario,ultramario,,,
906,The Games Factory,the-games-factory,,,
56,id Tech 3,id-tech-3,,[184],21.0
394,renpy,renpy,,,
1737,Bizarre Engine 2,bizarre-engine-2,Power-Up the simplicity with Bizarre Engine 2,[60450],403.0
1676,Xash3D FWGS,xash3d-fwgs,"Xash3D FWGS is a heavily modified fork of Xash3D Engine, which aims for cross-platform, perfect online game and compatibility with original Xash3D and Gold Source.",[57183],368.0
1312,Xash3D,xash3d,"An open-source game engine that is almost fully compatible with Valve's GoldSrc engine. The engine can run most games and mods made with GoldSrc, but has significant improvements over the engine.",[57085],272.0
53,SCUMM,scumm,,[9],
1602,Downpour,downpour,"Downpour is a phone-based application for quickly making small games and websites. Pages can be collaged together from photos, drawings, and text, then styled and decorated. Pages themselves are linked using clickable areas. Once created, games can be viewed in the app (which includes some social aspects), played from a web browser, or exported to host elsewhere.",,321.0
1502,AppGameKit Classic (AGK),appgamekit-classic-agk,"AppGameKit Classic is a powerful game development engine, ideal for Beginners, Hobbyists & Indie developers. Now anyone can quickly code and build apps for multiple platforms using AppGameKit's BASIC scripting system. With just a few commands you can have demos/games up and running on mobile devices. Bob Duffy, Developer Relations Intel Corporation, said “AppGameKit is a great cross platform development tool. It allows developers to quickly optimize and compile apps.”

Games can be developed and deployed to your chosen mobile devices for rapid prototyping. AppGameKit Classic does all the heavy lifting for you - making it easy to code, compile and then export apps to each platform. All you need to focus on is your game/app idea. It's that simple!",[8372],242.0
16,Disrupt,disrupt,"The Disrupt game engine was developed by Ubisoft Montreal and is used for the Watch Dogs games. Developer Ubisoft Montreal spent four years creating the engine. 

The majority of Disrupt was built from scratch and uses a multithreaded renderer, running on fully deferred physically based rendering pipeline with some technological twists to allow for more advanced effects. 

The engine also has a feature that allows players to seamlessly connect and disconnect their game from others without causing major disruptions in the game environment or storyline progress. Its open world city management comes from AnvilNext while its vegetation and AI are from Dunia. Parts of the engine were originally intended for another game in the Driver franchise.",[38],395.0
975,TIC-80,tic-80,"TIC-80 is a fantasy computer for making, playing and sharing tiny games.",,
205,DarkPlaces engine,darkplaces-engine,"DarkPlaces engine was started because LordHavoc was unsatisfied with the other engines available soon after the quake source release (which did little more than add some flashy effects), and craved modding features for his DarkPlaces mod, and wanted some real enhancements to the online gaming experience as well.",,
1229,BlooMoo,bloomoo,"BlooMoo Engine (formerly Piklib) is an Aidem Media's internal engine, which runs most of the company's games from 2001-2007. BlooMoo was written in C++ and uses the DirectX library. It is responsible for the game display, animation and sound. It is also used to interpret the scripting language, which contains the main game logic and board descriptions.",[26506],
700,Defold,defold,"Defold is a completely free to use game engine for development of console, desktop, mobile and web games.",,282.0
1423,Undum,undum,A client-side framework for hypertext interactive fiction games.,,
690,swift,swift,,,
1779,Flat Engine,flat-engine,"A proprietary engine used by Oberon Media in the game ""Purble Place"".",[1894],
1668,The Legend of Zelda: Ocarina of Time Decompilation,the-legend-of-zelda-ocarina-of-time-decompilation,A decompilation of The Legend of Zelda: Ocarina of Time.,[56365],
1691,Neutralinojs,neutralinojs,"Build lightweight cross-platform desktop apps with JavaScript, HTML, and CSS",,
970,Atomiswave,atomiswave,,,
519,Offset Engine,offset-engine,"The Offset Engine featured; Real-Time Ambient Occlusion, Real-Time Shadows, Cinematic Quality Motion Blur, Depth of Field, Specular Bloom, and Soft Particles, the Offset Engine had more special effects than most other engines currently on the market.

It's Self-Shadow Technique would later be used by Unreal Engine 3 and CryEngine 2.

The Offset Engine was licensed by Red 5 Studios in 2006 to create their MMOFPS game Firefall, but is most notable for its primary game code-named Project Offset, developed by the same creator of the Offset Engine, Offset Software.",[13730],65.0
97,id Tech 2,id-tech-2,,[184],
154,Vengeance Engine,vengeance-engine,The Vengeance Engine is a game engine based on Unreal Engine 2/2.5. It was created by Irrational Games to make Tribes: Vengeance.,[21],67.0
595,FNA,fna,FNA is an open-source multi-platform reimplementation of the Microsoft XNA 4.0 libraries.,,421.0
1545,Jo Engine,jo-engine,Jo Engine is an open source 2D and 3D game engine for the Sega Saturn written in C under MIT license.,,268.0
1156,Red Ring,red-ring,"Red Ring engine is a modified Unreal Engine 3 with a custom real-time lighting and shadow renderer (to capture the feel of Aliens), build specifically for the game Aliens: Colonial Marines by Gearbox Software.",,
208,Zero,zero,"Zero is a proprietary game engine created by Pandemic Studios. It was used first in the game Battlezone II: Combat Commander and later used in several Star Wars games including the popular Battlefront series. Battlezone II: Combat Commander and Dark Reign 2 both feature an in-engine editor accessible via commands. 

The engine was revamped for Star Wars: The Clone Wars to accommodate consoles and third person gameplay.The engine was again retooled for Star Wars: Battlefront and the level editor was made a separate entity from the game engine. A set of modding tools including ZeroEdit, the new level creation tool, were released for use with Star Wars: Battlefront on December 23, 2004. An updated version of the tools were released on February 2, 2006 for Star Wars: Battlefront II. Pandemic used Zero as their primary engine for several of their games developed in their Los Angeles, California studio. A modified version of the Zero engine was also used in Pandemic's Mercenaries 2: World in Flames. Pandemic Studios was dissolved by EA in 2009. 

Plasma Game engine is a branch/fork from Zero engine developed by Plasma Technology Limited (aka Joshuan).
- Website (https://plasmagameengine.com/)
- Github (https://github.com/PlasmaEngine)",,
526,zandronum,zandronum,,,
404,Unity 4,unity-4,"The 4th version of the Unity engine released on November 13, 2012.

The final update for this version was 4.7 released on December 17, 2015. 
The final patch was 4.7.2 released on May 31, 2016.",[3067],83.0
7,Scimitar,scimitar,"The first version of Ubisoft Montreal's internal development engine.
The engine was created for Assassin's Creed, releassed in 2007, and was later used for Shawn White Snowboarding and Prince of Persia, both released in 2008.

With multiple improvements/additions to the engine, its name was changed to Anvil in 2009 while being used for the development of Assassin's Creed II,",[38],
163,CloakNT3,cloaknt3,"CloakNT engine was created by Cauldron Ltd, a Slovakian studio, for games like Chaser (2003), Soldier of Fortune: Payback (2007), Cabela's Dangerous Hunts 2013 (2012). 
As of 2014, Bohemia Interactive quietly announced that Cauldron has been acquired and decided to integrate into a new branch called ""Bohemia Interactive Slovakia"" and is responsible for incorporating the animal and hunting mechanics into the game. Cabela's Dangerous Hunts 2013 is using CloakNT 3, the last known version of the engine.

Features:
(CloackNT 1) High-end engine, build in 2001.
Physics: Collision Detection: Solid objects physics.
Lighting: Per-pixel, Lightmapping, Anisotropic: Dynamic per-pixel lighting.
Shadows: Shadow Volume: Dynamic shadow volumes.
Texturing: Basic, Multi-texturing, Bumpmapping, Mipmapping.
Scene Management: Portals.
Meshes: Mesh Loading: 3D Studio MAX export.
Special Effects: Particle System, Water, Fog, Mirror: Volumetric fog, Refractive water surface, Projectors.

(CloakNT 2)
Unknown.

(CloakNT 3) Mid-end engine, build in 2005.
Physics: Boned models, Ragdoll, Solid objects.
Lighting: Radiosity, Medium HDRR and Bloom effects.
Shadows: Jittered shadows, Shadow texture size at 350+++,
Special Effects: Water, Volumetric fog and dust, Shader quality 2.0 (sun and light reflections), reflections (such as weapons and surface).",,197.0
9,Anvil,anvil,"The second version of Ubisoft Montreal's internal development engine, previously known as Scimitar.
The engine was renamed during the development of Assassin's Creed II, releassed in 2009, and was later used for Prince of Persia: The Forgotten Sands, Assassin's Creed: Brotherhood and Assassin's Creed: Revelations.

The engine was renamed again in 2012, during the development of Assassin's Creed III, to AnvilNext.",[38],
1791,RPG Developer Bakin,rpg-developer-bakin,,,
14,MT Framework,mt-framework,"MT Framework is a game engine created by Capcom. ""MT"" stands for ""Multi-Thread"", ""Meta Tools"" and ""Multi-Target"". While initially MT Framework was intended to power 2006's Dead Rising and Lost Planet: Extreme Condition only, Capcom later decided for their internal development divisions to adopt it as their default engine.",,206.0
277,WOLF RPG Editor,wolf-rpg-editor,"WOLF RPG Editor is a game development tool created by SmokingWOLF, designed for creating complex role-playing games. The engine is free to use, and the public license allows its users to freely distribute and even sell their created games.",[6955],
1699,MPAGD Gen2,mpagd-gen2,"MPAGD Gen2 is a modified version of MPAGD both at the engine level and fully operational integrated ASM routines, as well as new features and compilation options to generate a game for ZX Spectrum and Amstrad CPC.",,
24,REDengine,redengine,REDengine is a game engine developed by CD Projekt Red exclusively for their nonlinear role-playing video games. It is the replacement of the Aurora Engine CD Projekt Red had previously licensed from BioWare for the development of The Witcher.,[908],307.0
12,Telltale Tool,telltale-tool,"The Telltale Tool is a proprietary game engine developed by Telltale, built atop the Lua programming language.

Telltale moved to an improved version of their engine around early 2016, partially implemented first in The Walking Dead: Michonne and fully completed for the release of Batman: The Telltale Series. The new Telltale Tool provided more direct support for DirectX 11 features, including physics-based models, texture mapping and blending, and dynamic lighting and shadows",,81.0
246,Wolfenstein 3D,wolfenstein-3d,"The Wolf3D (or Wolfenstein 3D) Engine is a raycaster engine developed by John Carmack for the hit FPS game Wolfenstein 3-D. It features smooth scrolling with textured walls, variable screen-size, and sprites. Designed for mid-range 386 computers it was one of the fastest texture-mapped 3D engines to be made available for licensing at the time (1992).

It was officially licensed to JAM Productions to make Blake Stone: Aliens of Gold and Blake Stone: Planet Strike, licensed to Apogee to make ROTT (originally slated to be a Wolf3D sequel), and licensed to Capstone to make Corridor 7 and Operation Bodycount.

It also inspired similar shareware and commercial ""doom clones"" of the mid-90's.",[184],
1722,MechaSource,mechasource,,,
18,4A Engine,4a-engine,"4A Games is a video game development studio known for its atmospheric first person shooters Metro 2033 and Metro: Last Light. The studio was established in 2005 by experienced game industry professionals with the aim of creating premium quality games for latest generation consoles and personal computers. All our experience, talent and enthusiasm go into creating games with deep story, unique gameplay elements and highly detailed believable environments.",[314],33.0
74,X-ray Engine,x-ray-engine,"The X-Ray Engine is the name of the 3D game engine created by Kiev-based computer game developer GSC Game World. Released on 20 March 2007, the engine is used in the first three S.T.A.L.K.E.R. games released by the company. An upgraded engine was planned for the cancelled game S.T.A.L.K.E.R. 2.",[144],44.0
234,TW Engine 3,tw-engine-3,"TW Engine 3, is the third engine created and used by The Creative Assembly for the development of the Total War series.

The engine uses Warscape, a graphics engine developed by The Creative Assembly.

The 32-bit version of Warscape was used from Empire: Total War till Total War: Attila, and then later changed to 64-bit in the development of Total War: Warhammer and beyond.",[111],78.0
25,CryEngine,cryengine,"Building on over a decade of continued engine development and refinement, CRYENGINE is used by AAA and indie developers alike to build some of today’s most ambitious games, while remaining 100% royalty-free to allow developers to reap the rewards of their hard work.",[249],13.0
1752,teaGFX,teagfx,,,
548,TW Engine 2,tw-engine-2,TW Engine 2 is the second engine developed by The Creative Assembly for their Total War series.,[111],80.0
1458,WF Engine,wf-engine,"WF Engine was created by WayForward Technologies for DuckTales: Remastered (2013), BloodRayne: Betrayal (2014), Goosebumps: The Game (2015), Ghostbusters: The Video Game Remastered (2019), BloodRayne Betrayal: Fresh Bites (2021)",,
28,Infinity Engine,infinity-engine,"Infinity Engine is a game engine which allows the creation of isometric role-playing video games. It was originally developed by BioWare for a prototype RTS game codenamed Battleground Infinity, which was ultimately re-engineered to become the first installment of the Baldur's Gate series. BioWare used it again in the subsequent installments of the series, but also licensed the engine to Interplay's Black Isle Studios.",[2],
1047,RENKEI Engine,renkei-engine,"RENKEI Engine is a powerful multipurpose game engine designed for rapid game development. It is developed by AtomicTorch Studio for their own projects to be a powerful tool for client-server game development geared towards multiplayer/massively multiplayer cross-platform games.

It is powered by .NET Core 3.1. The Client part of RENKEI Engine utilizes MonoGame framework for the easier development of 2D games.

The primary philosophy behind RENKEI Engine is to focus the development on implementing the actual gameplay and UI code with C# while minimizing any interruptions during the development process. Therefore the engine is designed to allow live/hot-reloading of any game code and assets (textures, models, audio, C# scripts, XAML UI markup, etc.) without recompilation or other interruptions.

The title of the engine is based on Japanese words 連携 renkei (cooperation, coordination, link) and 遠景 enkei (perspective, vista). 

CryoFall is the first game made with RENKEI Engine.",[7171],
1157,Dæmon,daemon,"Dæmon can trace its lineage all the way back to Quake 3, integrating the various features and improvements from quite a few engines before it.",,
291,CANVAS Engine,canvas-engine,"The CANVAS engine is a propritary engine owned by SEGA used in the Valkyria Chronicles series.

From the Valkyria Chronicles wikia:
""The game's visuals, which utilize SEGA's CANVAS graphics engine, resemble a watercolor painting in motion.""

It's use is described on the Valkyria Chronicles Remastered website as:
""Hand-drawn watercolor imagery creates a warm graphical motif, while blurred outlines, soft edges, hatching, and visual use of onomatopoeias create an enthralling and vibrant game world. The melded style of 3D graphics and still images allows the player to move freely around a world that appears to have come directly from an artist's sketchbook.""",,
531,KUBOTA/CATERPILLER,kubota-slash-caterpiller,,,
253,Unigine,unigine,"UNIGINE SDK (Software Development Kit) is designed for development teams (C++/C# programmers, 3D artists) working on interactive 3D apps like a Games.",[742],214.0
81,RPG Maker VX Ace,rpg-maker-vx-ace,"RPG Maker VX Ace improves every aspect of RPG creation, making it not only the latest, but also the greatest engine in the RPG Maker Series. With multiple tileset support, full autoshadow control, and a flexible features system, Ace gives you the most powerful RPG making tools ever.

Ace provides all the tools you will need to make the game you've always dreamed of. Make your game, your way with all the following features:

An enhanced map editor to build your world.
A Character/Enemy/Skill/Equipment Database with a new powerful, flexible Features system.
New event options, including playing Ogg Theora video.
Expanded default resources, including a built in Character Generator to form your own custom sprites and faces.

Lite is yours to use at no cost for as long as you need it. You can take your time learning the ins and outs of the program, as well as take your time planning out that amazing game. Lite is perfect for people with busy lives and even busier schedules. Need more features? Simply upgrade to RPG Maker VX Ace, and have even more power with your game creation. Including: unlimited events per map, a scripting system and more.",,
58,Ignite Engine,ignite-engine,"The EA SPORTS IGNITE game engine delivers a new level of innovation, further blurring the line between the real-world and the virtual. Developed by EA SPORTS™, games powered by the engine are alive: players think, move and behave like real athletes, with environments as dynamic and ever-changing as real-world stadiums.

With Human Intelligence, True Player Motion and Living Worlds, the way sports games are played has fundamentally changed. EA SPORTS IGNITE is designed to harness the potential of next-generation.",[1],27.0
1553,SHMUP Creator,shmup-creator,"SHMUP Creator allows you to make the Shoot 'em up of your dreams! As fun as a game, it is very simple but powerful enough to make professional Shmups. Place your enemies with the mouse, create your bullet patterns, press a button to play, then share your games with your friends!",,270.0
1409,Brux GDK,brux-gdk,"Brux (formerly known as XYG) is an open-source, cross-platform, runtime-based game development kit using the Squirrel language. The aim is to make development both easy and versatile, allowing games to be written by hand in a simple text editor or made in an IDE similar to Game Maker, and to allow games to be ported with little to no modification to the code, offering a ""build once, run everywhere"" development process. All of its code is available under the GNU General Public License v3.",,
121,Refractor Engine,refractor-engine,,"[94, 138, 155]",
50,Starbreeze Engine,starbreeze-engine,Starbreeze Engine was developed by Starbreeze Studios as their in-house engine and used on Enclave (2003); Knights of the Temple: Infernal Crusade (2004); The Chronicles of Riddick: Escape from Butcher Bay (2004); The Darkness (2007); The Chronicles of Riddick: Assault on Dark Athena (2009) and Syndicate (2012).,,207.0
1786,raw,raw,,[63825],
237,The Madness Engine,the-madness-engine,"The Madness Engine is Slightly Mad Studios’ critically acclaimed next-gen, cross-platform game engine and development framework used to create Need For Speed SHIFT and SHIFT 2 Unleashed. SHIFT’s stunning graphics, highly evolved physics, and intense gameplay was made possible by the advanced technologies, tools, and support infrastructure of the Madness Engine...",[356],
1476,Kaleido ADV Workshop,kaleido-adv-workshop,"Kaleido ADV Workshop is a multi-platform visual novel game engine. It’s multi-use from a single source, making it possible to release your creation on multiple platforms simultaneously, including PCs, smartphones, and many different game consoles. It has full support of E-mote, so you can express an endless amount of character emotion.",[9014],222.0
528,Glacier 2,glacier-2,Created by IO Interactive for Hitman: Absolution and future projects by the company.,[290],71.0
1051,Super Mario 64 Engine,super-mario-64-engine,The engine of Super Mario 64 is responsible for handling the 3D world of some of the most influential Nintendo 64 games. It was heavily altered for use with the two Nintendo 64 Zeldas and also for the game Animal Forest (Animal Crossing).,[70],
1778,Namco System 12,namco-system-12,"The Namco System 12 is a 32-bit arcade system board developed jointly by Namco and Sony Computer Entertainment that was released in 1996. It was developed using the same configuration as the Namco System 11 (which itself was based on a prototype of the PlayStation), but with the CPU operating frequency increased 1.5 times and higher memory capacity. The board was first publicly used for Tekken 3, which was released in March 1997.","[263, 13634]",
294,Serious Engine 3.5,serious-engine-3-dot-5,,,
1593,Recoil,recoil,"Recoil is a battle tested open-source RTS engine that, allied with a flexible Lua API, allows you to implement the perfect UI and mechanics for your game with the ability to support thousands of complex units simultaneously.",,314.0
1230,GIANTS Engine,giants-engine,"The GIANTS Engine is software developed by GIANTS Software that builds the framework of the games.

Release History:
- GIANTS Engine 3.0 released for Farming Simulator 2009	
- GIANTS Engine 4.0 released for Farming Simulator 2011	
- GIANTS Engine 5.0 released for Farming Simulator 2013	
- GIANTS Engine 6.0.2 released for Farming Simulator 15 
- GIANTS Engine 7.0 released for Farming Simulator 17 
- GIANTS Engine 8.0 released for Farming Simulator 19 
- GIANTS Engine 9.0 released for Farming Simulator 22 
- GIANTS Engine 10.0 released for Farming Simulator 25",,439.0
1721,Supernova Mario Engine,supernova-mario-engine,,,
239,Irrlicht,irrlicht,"The Irrlicht Engine is an open source realtime 3D engine written in C++. It is cross-platform, using D3D, OpenGL and its own software renderers. OpenGL-ES2 and WebGL renderers are also in development. It is a stable library which has been worked on for nearly 2 decades.",,91.0
1730,Volatile3D II,volatile3d-ii,"Volatile3D II game engine was started in 2008 and was considered to be a free alternate to id Tech 4 engine. It is a game engine with modern graphic effects, interactive physics and many other features. Its renderer features realtime per-pixel lighting, parallax mapping, dynamic soft shadows, screen-space ambient occlusion, post-process filters, bezier curves and many other popular graphic techniques. Physics is based on Newton Game Dynamics engine.",[59979],409.0
