id,name,deck,image,genres,site_detail_url,genre_names,genre_count,image_url
87,Grim Fandango,"In addition to being a very good adventure game, it features great writing and beautiful art direction.","{'square_tiny': 'https://www.gamespot.com/a/uploads/square_tiny/mig/5/4/9/9/2215499-grim_fandango_artwork.jpg', 'screen_tiny': 'https://www.gamespot.com/a/uploads/screen_tiny/mig/5/4/9/9/2215499-grim_fandango_artwork.jpg', 'square_small': 'https://www.gamespot.com/a/uploads/square_small/mig/5/4/9/9/2215499-grim_fandango_artwork.jpg', 'original': 'https://www.gamespot.com/a/uploads/original/mig/5/4/9/9/2215499-grim_fandango_artwork.jpg'}","[{'name': '3D'}, {'name': 'Adventure'}, {'name': 'Third-Person'}]",https://www.gamespot.com/grim-fandango/,"['3D', 'Adventure', 'Third-Person']",3,
88,3-D Ultra Pinball: The Lost Continent,,"{'square_tiny': 'https://www.gamespot.com/a/uploads/square_tiny/box/3/4/9/88-349.jpg', 'screen_tiny': 'https://www.gamespot.com/a/uploads/screen_tiny/box/3/4/9/88-349.jpg', 'square_small': 'https://www.gamespot.com/a/uploads/square_small/box/3/4/9/88-349.jpg', 'original': 'https://www.gamespot.com/a/uploads/original/box/3/4/9/88-349.jpg'}",[{'name': 'Pinball'}],https://www.gamespot.com/3-d-ultra-pinball-the-lost-continent/,['Pinball'],1,
89,Grand Prix Legends,Grand Prix Legends will reward you with arguably the most intense racing experience ever seen on a personal computer.,"{'square_tiny': 'https://www.gamespot.com/a/uploads/square_tiny/mig/1/9/9/5/2211995-gpl_cover.jpg', 'screen_tiny': 'https://www.gamespot.com/a/uploads/screen_tiny/mig/1/9/9/5/2211995-gpl_cover.jpg', 'square_small': 'https://www.gamespot.com/a/uploads/square_small/mig/1/9/9/5/2211995-gpl_cover.jpg', 'original': 'https://www.gamespot.com/a/uploads/original/mig/1/9/9/5/2211995-gpl_cover.jpg'}","[{'name': 'Driving/Racing'}, {'name': 'Simulation'}]",https://www.gamespot.com/grand-prix-legends/,"['Driving/Racing', 'Simulation']",2,
90,Sanitarium,"Broken into eight chapters, the entire game is a journey through your own madness to potential salvation.","{'square_tiny': 'https://www.gamespot.com/a/uploads/square_tiny/mig/1/7/7/6/2211776-sanitarium_coverart.png', 'screen_tiny': 'https://www.gamespot.com/a/uploads/screen_tiny/mig/1/7/7/6/2211776-sanitarium_coverart.png', 'square_small': 'https://www.gamespot.com/a/uploads/square_small/mig/1/7/7/6/2211776-sanitarium_coverart.png', 'original': 'https://www.gamespot.com/a/uploads/original/mig/1/7/7/6/2211776-sanitarium_coverart.png'}",[{'name': 'Adventure'}],https://www.gamespot.com/sanitarium/,['Adventure'],1,
91,Hoyle Casino,"If already own a previous game in the series, or you prefer 3D environments and games that test skill rather than chance, you'd be better off taking your bets elsewhere.","{'square_tiny': 'https://www.gamespot.com/a/uploads/square_tiny/mig/0/6/5/8/2210658-577923_35339_front.jpg', 'screen_tiny': 'https://www.gamespot.com/a/uploads/screen_tiny/mig/0/6/5/8/2210658-577923_35339_front.jpg', 'square_small': 'https://www.gamespot.com/a/uploads/square_small/mig/0/6/5/8/2210658-577923_35339_front.jpg', 'original': 'https://www.gamespot.com/a/uploads/original/mig/0/6/5/8/2210658-577923_35339_front.jpg'}",[{'name': 'Gambling'}],https://www.gamespot.com/hoyle-casino/,['Gambling'],1,
92,Scud: Industrial Evolution,"The end result is a generic shooter, thinly veiled by its use of an inventive comic series.","{'square_tiny': 'https://www.gamespot.com/a/uploads/square_tiny/box/3/6/1/92-361.jpg', 'screen_tiny': 'https://www.gamespot.com/a/uploads/screen_tiny/box/3/6/1/92-361.jpg', 'square_small': 'https://www.gamespot.com/a/uploads/square_small/box/3/6/1/92-361.jpg', 'original': 'https://www.gamespot.com/a/uploads/original/box/3/6/1/92-361.jpg'}","[{'name': '2D'}, {'name': 'Action'}, {'name': 'Fixed-Screen'}, {'name': 'Shooter'}]",https://www.gamespot.com/scud-industrial-evolution/,"['2D', 'Action', 'Fixed-Screen', 'Shooter']",4,
93,Ultima IX: Ascension,Ultima IX comes across both as an epic and a farce.,"{'square_tiny': 'https://www.gamespot.com/a/uploads/square_tiny/mig/0/0/9/0/2210090-ultima9box_1_.jpg', 'screen_tiny': 'https://www.gamespot.com/a/uploads/screen_tiny/mig/0/0/9/0/2210090-ultima9box_1_.jpg', 'square_small': 'https://www.gamespot.com/a/uploads/square_small/mig/0/0/9/0/2210090-ultima9box_1_.jpg', 'original': 'https://www.gamespot.com/a/uploads/original/mig/0/0/9/0/2210090-ultima9box_1_.jpg'}",[{'name': 'Role-Playing'}],https://www.gamespot.com/ultima-ix-ascension/,['Role-Playing'],1,
94,X-COM: Interceptor,"Because of the lackluster space combat, Interceptor is the first X-COM game where the micromanagement and research portion is the more satisfying of the two halves.","{'square_tiny': 'https://www.gamespot.com/a/uploads/square_tiny/mig/5/5/3/0/2215530-x_com_interceptor_a.jpg', 'screen_tiny': 'https://www.gamespot.com/a/uploads/screen_tiny/mig/5/5/3/0/2215530-x_com_interceptor_a.jpg', 'square_small': 'https://www.gamespot.com/a/uploads/square_small/mig/5/5/3/0/2215530-x_com_interceptor_a.jpg', 'original': 'https://www.gamespot.com/a/uploads/original/mig/5/5/3/0/2215530-x_com_interceptor_a.jpg'}",[{'name': 'Simulation'}],https://www.gamespot.com/x-com-interceptor/,['Simulation'],1,
95,Virus: The Game,"A botched attempt to meld Descent-like graphics and action with a semblance of real-time strategy, Virus: The Game fails by a wide margin to deliver on its promise.","{'square_tiny': 'https://www.gamespot.com/a/uploads/square_tiny/box/3/6/5/95-365.jpg', 'screen_tiny': 'https://www.gamespot.com/a/uploads/screen_tiny/box/3/6/5/95-365.jpg', 'square_small': 'https://www.gamespot.com/a/uploads/square_small/box/3/6/5/95-365.jpg', 'original': 'https://www.gamespot.com/a/uploads/original/box/3/6/5/95-365.jpg'}","[{'name': 'Flight'}, {'name': 'Simulation'}]",https://www.gamespot.com/virus-the-game/,"['Flight', 'Simulation']",2,
96,Star Trek: Starfleet Command,Starfleet Command is undoubtedly the best combat-oriented Trek game yet.,"{'square_tiny': 'https://www.gamespot.com/a/uploads/square_tiny/mig/9/2/3/3/2209233-starfleetcommand.jpg', 'screen_tiny': 'https://www.gamespot.com/a/uploads/screen_tiny/mig/9/2/3/3/2209233-starfleetcommand.jpg', 'square_small': 'https://www.gamespot.com/a/uploads/square_small/mig/9/2/3/3/2209233-starfleetcommand.jpg', 'original': 'https://www.gamespot.com/a/uploads/original/mig/9/2/3/3/2209233-starfleetcommand.jpg'}",[{'name': 'Strategy'}],https://www.gamespot.com/star-trek-starfleet-command/,['Strategy'],1,
97,Star Wars: Shadows of the Empire,"Problems with the control, camera angles, and frustrating save feature keep Shadows from reaching its full potential.","{'square_tiny': 'https://www.gamespot.com/a/uploads/square_tiny/mig/4/9/5/8/2214958-star_wars___shadows_of_the_empire_coverart.png', 'screen_tiny': 'https://www.gamespot.com/a/uploads/screen_tiny/mig/4/9/5/8/2214958-star_wars___shadows_of_the_empire_coverart.png', 'square_small': 'https://www.gamespot.com/a/uploads/square_small/mig/4/9/5/8/2214958-star_wars___shadows_of_the_empire_coverart.png', 'original': 'https://www.gamespot.com/a/uploads/original/mig/4/9/5/8/2214958-star_wars___shadows_of_the_empire_coverart.png'}","[{'name': 'Action'}, {'name': 'Adventure'}]",https://www.gamespot.com/star-wars-shadows-of-the-empire/,"['Action', 'Adventure']",2,
208,Commandos: Beyond the Call of Duty,"Beyond the Call of Duty ends up feeling like a shadow of its former self, being both shorter and more frustrating than the original.","{'square_tiny': 'https://www.gamespot.com/a/uploads/square_tiny/mig/4/1/3/2/2214132-commando.jpeg', 'screen_tiny': 'https://www.gamespot.com/a/uploads/screen_tiny/mig/4/1/3/2/2214132-commando.jpeg', 'square_small': 'https://www.gamespot.com/a/uploads/square_small/mig/4/1/3/2/2214132-commando.jpeg', 'original': 'https://www.gamespot.com/a/uploads/original/mig/4/1/3/2/2214132-commando.jpeg'}","[{'name': 'Real-Time'}, {'name': 'Strategy'}]",https://www.gamespot.com/commandos-beyond-the-call-of-duty/,"['Real-Time', 'Strategy']",2,
297,Duke Nukem: Zero Hour,He's all that stands between us and a Time-Spanning Alien invasion. He's Duke Nukem. Gaming's Greatest Action Hero. And this is his finest hour! Zero Hour!,"{'square_tiny': 'https://www.gamespot.com/a/uploads/square_tiny/mig/0/1/0/1/2210101-box_dnzh.png', 'screen_tiny': 'https://www.gamespot.com/a/uploads/screen_tiny/mig/0/1/0/1/2210101-box_dnzh.png', 'square_small': 'https://www.gamespot.com/a/uploads/square_small/mig/0/1/0/1/2210101-box_dnzh.png', 'original': 'https://www.gamespot.com/a/uploads/original/mig/0/1/0/1/2210101-box_dnzh.png'}","[{'name': '3D'}, {'name': 'Action'}, {'name': 'Shooter'}, {'name': 'Third-Person'}]",https://www.gamespot.com/duke-nukem-zero-hour/,"['3D', 'Action', 'Shooter', 'Third-Person']",4,
30098,Sid Meier's Civilization V,"Civilization V features a number of new elements, as well as the addictive gameplay that has made this empire-building series a hit.","{'square_tiny': 'https://www.gamespot.com/a/uploads/square_tiny/536/5360430/2360541-civ5.jpg', 'screen_tiny': 'https://www.gamespot.com/a/uploads/screen_tiny/536/5360430/2360541-civ5.jpg', 'square_small': 'https://www.gamespot.com/a/uploads/square_small/536/5360430/2360541-civ5.jpg', 'original': 'https://www.gamespot.com/a/uploads/original/536/5360430/2360541-civ5.jpg'}","[{'name': 'Strategy'}, {'name': 'Turn-Based'}]",https://www.gamespot.com/sid-meiers-civilization-v/,"['Strategy', 'Turn-Based']",2,
30151,God of War: Chains of Olympus,Chains of Olympus sees the return of angry demigod Kratos as he hacks and slashes his way through an ultra-violent adventure on the PSP.,"{'square_tiny': 'https://www.gamespot.com/a/uploads/square_tiny/1197/11970954/2428273-2219173-box_gowcoo.png', 'screen_tiny': 'https://www.gamespot.com/a/uploads/screen_tiny/1197/11970954/2428273-2219173-box_gowcoo.png', 'square_small': 'https://www.gamespot.com/a/uploads/square_small/1197/11970954/2428273-2219173-box_gowcoo.png', 'original': 'https://www.gamespot.com/a/uploads/original/1197/11970954/2428273-2219173-box_gowcoo.png'}","[{'name': 'Action'}, {'name': 'Adventure'}]",https://www.gamespot.com/god-of-war-chains-of-olympus/,"['Action', 'Adventure']",2,
40208,Sonic's Ultimate Genesis Collection,Sonic's Ultimate Genesis Collection features over 40 titles from the SEGA Genesis era.,"{'square_tiny': 'https://www.gamespot.com/a/uploads/square_tiny/1197/11970954/2428220-2221258-sonic.jpg', 'screen_tiny': 'https://www.gamespot.com/a/uploads/screen_tiny/1197/11970954/2428220-2221258-sonic.jpg', 'square_small': 'https://www.gamespot.com/a/uploads/square_small/1197/11970954/2428220-2221258-sonic.jpg', 'original': 'https://www.gamespot.com/a/uploads/original/1197/11970954/2428220-2221258-sonic.jpg'}",[{'name': 'Compilation'}],https://www.gamespot.com/sonics-ultimate-genesis-collection/,['Compilation'],1,
40260,Otherland,Otherland is a massively multiplayer online game based on the best-selling novels by fantasy author Tad Williams.,"{'square_tiny': 'https://www.gamespot.com/a/uploads/square_tiny/536/5360430/2928954-untitled-2.jpg', 'screen_tiny': 'https://www.gamespot.com/a/uploads/screen_tiny/536/5360430/2928954-untitled-2.jpg', 'square_small': 'https://www.gamespot.com/a/uploads/square_small/536/5360430/2928954-untitled-2.jpg', 'original': 'https://www.gamespot.com/a/uploads/original/536/5360430/2928954-untitled-2.jpg'}","[{'name': 'MMO'}, {'name': 'Role-Playing'}]",https://www.gamespot.com/otherland/,"['MMO', 'Role-Playing']",2,
98,Descent 3,It improves in almost every conceivable way on its predecessors and reestablishes the series as the premier example of the play style it single-handedly pioneered.,"{'square_tiny': 'https://www.gamespot.com/a/uploads/square_tiny/mig/0/1/9/7/2210197-2.jpg', 'screen_tiny': 'https://www.gamespot.com/a/uploads/screen_tiny/mig/0/1/9/7/2210197-2.jpg', 'square_small': 'https://www.gamespot.com/a/uploads/square_small/mig/0/1/9/7/2210197-2.jpg', 'original': 'https://www.gamespot.com/a/uploads/original/mig/0/1/9/7/2210197-2.jpg'}","[{'name': '3D'}, {'name': 'Action'}, {'name': 'First-Person'}, {'name': 'Shooter'}]",https://www.gamespot.com/descent-3/,"['3D', 'Action', 'First-Person', 'Shooter']",4,
99,Quake II Mission Pack: The Reckoning,"The question you need to ask yourself is whether you enjoy Quake II enough to merit playing it again, because The Reckoning is a supplement rather than an improvement.","{'square_tiny': 'https://www.gamespot.com/a/uploads/square_tiny/mig/5/1/1/4/2215114-reck.jpg', 'screen_tiny': 'https://www.gamespot.com/a/uploads/screen_tiny/mig/5/1/1/4/2215114-reck.jpg', 'square_small': 'https://www.gamespot.com/a/uploads/square_small/mig/5/1/1/4/2215114-reck.jpg', 'original': 'https://www.gamespot.com/a/uploads/original/mig/5/1/1/4/2215114-reck.jpg'}","[{'name': '3D'}, {'name': 'Action'}, {'name': 'First-Person'}, {'name': 'Shooter'}]",https://www.gamespot.com/quake-ii-mission-pack-the-reckoning/,"['3D', 'Action', 'First-Person', 'Shooter']",4,
100,USCF Chess,"If you don't already know the dos and don'ts of castling etiquette, don't expect to win many games here.","{'square_tiny': 'https://www.gamespot.com/a/uploads/square_tiny/mig/8/7/2/3/2218723-uscf_chess.jpg', 'screen_tiny': 'https://www.gamespot.com/a/uploads/screen_tiny/mig/8/7/2/3/2218723-uscf_chess.jpg', 'square_small': 'https://www.gamespot.com/a/uploads/square_small/mig/8/7/2/3/2218723-uscf_chess.jpg', 'original': 'https://www.gamespot.com/a/uploads/original/mig/8/7/2/3/2218723-uscf_chess.jpg'}",[{'name': 'Trivia/Board Game'}],https://www.gamespot.com/uscf-chess/,['Trivia/Board Game'],1,
101,Front Page Sports: Trophy Rivers,"Occasionally boring, at times just plain annoying, but generally realistic andcomprehensive, Trophy Rivers is surely a game that only a fisherman could love.","{'square_tiny': 'https://www.gamespot.com/a/uploads/square_tiny/box/3/8/2/101-382.jpg', 'screen_tiny': 'https://www.gamespot.com/a/uploads/screen_tiny/box/3/8/2/101-382.jpg', 'square_small': 'https://www.gamespot.com/a/uploads/square_small/box/3/8/2/101-382.jpg', 'original': 'https://www.gamespot.com/a/uploads/original/box/3/8/2/101-382.jpg'}","[{'name': 'Hunting/Fishing'}, {'name': 'Sports'}]",https://www.gamespot.com/front-page-sports-trophy-rivers/,"['Hunting/Fishing', 'Sports']",2,
102,Virtual Pool 2,Virtual Pool 2 succeeds as being both an entertaining game and an instructional tool.,"{'square_tiny': 'https://www.gamespot.com/a/uploads/square_tiny/mig/0/2/9/9/2210299-virtual_pool2_jc_f.jpg', 'screen_tiny': 'https://www.gamespot.com/a/uploads/screen_tiny/mig/0/2/9/9/2210299-virtual_pool2_jc_f.jpg', 'square_small': 'https://www.gamespot.com/a/uploads/square_small/mig/0/2/9/9/2210299-virtual_pool2_jc_f.jpg', 'original': 'https://www.gamespot.com/a/uploads/original/mig/0/2/9/9/2210299-virtual_pool2_jc_f.jpg'}","[{'name': 'Billiards'}, {'name': 'Sports'}]",https://www.gamespot.com/virtual-pool-2/,"['Billiards', 'Sports']",2,
103,Forsaken (1998),"If you're without a PC or N64, pick up the PlayStation version without fear.","{'square_tiny': 'https://www.gamespot.com/a/uploads/square_tiny/mig/6/6/8/3/2216683-frsa640f.jpg', 'screen_tiny': 'https://www.gamespot.com/a/uploads/screen_tiny/mig/6/6/8/3/2216683-frsa640f.jpg', 'square_small': 'https://www.gamespot.com/a/uploads/square_small/mig/6/6/8/3/2216683-frsa640f.jpg', 'original': 'https://www.gamespot.com/a/uploads/original/mig/6/6/8/3/2216683-frsa640f.jpg'}","[{'name': '3D'}, {'name': 'Action'}, {'name': 'First-Person'}, {'name': 'Shooter'}]",https://www.gamespot.com/forsaken-1998/,"['3D', 'Action', 'First-Person', 'Shooter']",4,
104,The Journeyman Project 3: Legacy of Time,"While it looks nice, sounds nice, and plays nice, JP3 is a game hampered by its noticeable lack of story, sloppy writing, and one really annoying ""feature.""","{'square_tiny': 'https://www.gamespot.com/a/uploads/square_tiny/mig/3/0/2/8/2213028-250px_jman3_cover.jpg', 'screen_tiny': 'https://www.gamespot.com/a/uploads/screen_tiny/mig/3/0/2/8/2213028-250px_jman3_cover.jpg', 'square_small': 'https://www.gamespot.com/a/uploads/square_small/mig/3/0/2/8/2213028-250px_jman3_cover.jpg', 'original': 'https://www.gamespot.com/a/uploads/original/mig/3/0/2/8/2213028-250px_jman3_cover.jpg'}","[{'name': '3D'}, {'name': 'Adventure'}, {'name': 'First-Person'}]",https://www.gamespot.com/the-journeyman-project-3-legacy-of-time/,"['3D', 'Adventure', 'First-Person']",3,
105,Deer Hunter,The first console Deer Hunter game includes 17 weapons and an online tournament mode.,"{'square_tiny': 'https://www.gamespot.com/a/uploads/square_tiny/mig/3/2/1/5/2213215-cover.jpg', 'screen_tiny': 'https://www.gamespot.com/a/uploads/screen_tiny/mig/3/2/1/5/2213215-cover.jpg', 'square_small': 'https://www.gamespot.com/a/uploads/square_small/mig/3/2/1/5/2213215-cover.jpg', 'original': 'https://www.gamespot.com/a/uploads/original/mig/3/2/1/5/2213215-cover.jpg'}","[{'name': 'Hunting/Fishing'}, {'name': 'Sports'}]",https://www.gamespot.com/deer-hunter/,"['Hunting/Fishing', 'Sports']",2,
106,Microsoft Combat Flight Simulator: WWII Europe Series,The strongest element of Combat Flight Simulator is the flight experience itself.,"{'square_tiny': 'https://www.gamespot.com/a/uploads/square_tiny/mig/5/4/9/8/2215498-56582_41429_front.jpg', 'screen_tiny': 'https://www.gamespot.com/a/uploads/screen_tiny/mig/5/4/9/8/2215498-56582_41429_front.jpg', 'square_small': 'https://www.gamespot.com/a/uploads/square_small/mig/5/4/9/8/2215498-56582_41429_front.jpg', 'original': 'https://www.gamespot.com/a/uploads/original/mig/5/4/9/8/2215498-56582_41429_front.jpg'}","[{'name': 'Flight'}, {'name': 'Simulation'}]",https://www.gamespot.com/microsoft-combat-flight-simulator-wwii-europe/,"['Flight', 'Simulation']",2,
107,Dark Reign Expansion: Rise of the Shadowhand,Rise of the Shadowhand accomplishes the challenging feat of significantly improving one of last year's best and most complex real-time strategy games.,"{'square_tiny': 'https://www.gamespot.com/a/uploads/square_tiny/box/3/9/7/107-397.jpg', 'screen_tiny': 'https://www.gamespot.com/a/uploads/screen_tiny/box/3/9/7/107-397.jpg', 'square_small': 'https://www.gamespot.com/a/uploads/square_small/box/3/9/7/107-397.jpg', 'original': 'https://www.gamespot.com/a/uploads/original/box/3/9/7/107-397.jpg'}","[{'name': 'Real-Time'}, {'name': 'Strategy'}]",https://www.gamespot.com/dark-reign-expansion-rise-of-the-shadowhand/,"['Real-Time', 'Strategy']",2,
108,Prince of Persia: Arabian Nights,"It has two tragic flaws, and these problems are so overwhelming that the good parts seem wasted.","{'square_tiny': 'https://www.gamespot.com/a/uploads/square_tiny/mig/4/3/1/0/2214310-1055.jpg', 'screen_tiny': 'https://www.gamespot.com/a/uploads/screen_tiny/mig/4/3/1/0/2214310-1055.jpg', 'square_small': 'https://www.gamespot.com/a/uploads/square_small/mig/4/3/1/0/2214310-1055.jpg', 'original': 'https://www.gamespot.com/a/uploads/original/mig/4/3/1/0/2214310-1055.jpg'}","[{'name': 'Action'}, {'name': 'Adventure'}]",https://www.gamespot.com/prince-of-persia-arabian-nights/,"['Action', 'Adventure']",2,
109,Centipede (1999),"While this new Centipede can stand on its own, it fails to capture the magic of the original.","{'square_tiny': 'https://www.gamespot.com/a/uploads/square_tiny/box/4/0/1/109-401.jpg', 'screen_tiny': 'https://www.gamespot.com/a/uploads/screen_tiny/box/4/0/1/109-401.jpg', 'square_small': 'https://www.gamespot.com/a/uploads/square_small/box/4/0/1/109-401.jpg', 'original': 'https://www.gamespot.com/a/uploads/original/box/4/0/1/109-401.jpg'}","[{'name': '2D'}, {'name': 'Action'}, {'name': 'Fixed-Screen'}, {'name': 'Shooter'}]",https://www.gamespot.com/centipede-1999/,"['2D', 'Action', 'Fixed-Screen', 'Shooter']",4,
110,"Gabriel Knight 3: Blood of the Sacred, Blood of the Damned",It has several problems that will dampen the experience for all but the most die-hard fans of the series.,"{'square_tiny': 'https://www.gamespot.com/a/uploads/square_tiny/mig/0/1/6/7/2210167-711.jpg', 'screen_tiny': 'https://www.gamespot.com/a/uploads/screen_tiny/mig/0/1/6/7/2210167-711.jpg', 'square_small': 'https://www.gamespot.com/a/uploads/square_small/mig/0/1/6/7/2210167-711.jpg', 'original': 'https://www.gamespot.com/a/uploads/original/mig/0/1/6/7/2210167-711.jpg'}",[{'name': 'Adventure'}],https://www.gamespot.com/gabriel-knight-3-blood-of-the-sacred-blood-of-the/,['Adventure'],1,
113,Mastermind (1998),"In the case of Mastermind, Hasbro Interactive may have been better off leaving well enough alone.","{'square_tiny': 'https://www.gamespot.com/a/uploads/square_tiny/box/4/1/7/113-417.jpg', 'screen_tiny': 'https://www.gamespot.com/a/uploads/screen_tiny/box/4/1/7/113-417.jpg', 'square_small': 'https://www.gamespot.com/a/uploads/square_small/box/4/1/7/113-417.jpg', 'original': 'https://www.gamespot.com/a/uploads/original/box/4/1/7/113-417.jpg'}",[{'name': 'Trivia/Board Game'}],https://www.gamespot.com/mastermind-1998/,['Trivia/Board Game'],1,
114,Triple Play 99,Triple Play 99 is the way to go if you want a realistic baseball sim to play.,"{'square_tiny': 'https://www.gamespot.com/a/uploads/square_tiny/box/4/1/8/114-418.jpg', 'screen_tiny': 'https://www.gamespot.com/a/uploads/screen_tiny/box/4/1/8/114-418.jpg', 'square_small': 'https://www.gamespot.com/a/uploads/square_small/box/4/1/8/114-418.jpg', 'original': 'https://www.gamespot.com/a/uploads/original/box/4/1/8/114-418.jpg'}","[{'name': 'Baseball'}, {'name': 'Simulation'}, {'name': 'Sports'}, {'name': 'Team-Based'}]",https://www.gamespot.com/triple-play-99/,"['Baseball', 'Simulation', 'Sports', 'Team-Based']",4,
115,High Heat Baseball 1999,Underneath High Heat's less-than-spectacular graphics engine lies a very impressive baseball game.,"{'square_tiny': 'https://www.gamespot.com/a/uploads/square_tiny/box/4/2/1/115-421.jpg', 'screen_tiny': 'https://www.gamespot.com/a/uploads/screen_tiny/box/4/2/1/115-421.jpg', 'square_small': 'https://www.gamespot.com/a/uploads/square_small/box/4/2/1/115-421.jpg', 'original': 'https://www.gamespot.com/a/uploads/original/box/4/2/1/115-421.jpg'}","[{'name': 'Baseball'}, {'name': 'Simulation'}, {'name': 'Sports'}, {'name': 'Team-Based'}]",https://www.gamespot.com/high-heat-baseball-1999/,"['Baseball', 'Simulation', 'Sports', 'Team-Based']",4,
116,Drakan: Order of the Flame,"Drakan is clearly one of the better games in its class, even if it doesn't seem especially original.","{'square_tiny': 'https://www.gamespot.com/a/uploads/square_tiny/mig/1/8/6/6/2211866-3027.jpg', 'screen_tiny': 'https://www.gamespot.com/a/uploads/screen_tiny/mig/1/8/6/6/2211866-3027.jpg', 'square_small': 'https://www.gamespot.com/a/uploads/square_small/mig/1/8/6/6/2211866-3027.jpg', 'original': 'https://www.gamespot.com/a/uploads/original/mig/1/8/6/6/2211866-3027.jpg'}","[{'name': 'Action'}, {'name': 'Adventure'}]",https://www.gamespot.com/drakan-order-of-the-flame/,"['Action', 'Adventure']",2,
117,H.E.D.Z. (Head Extreme Destruction Zone),"H.E.D.Z.'s inspired design doesn't always translate into inspiring gameplay, and while it's frequently funny, it's not very fun once the novelty wears off.","{'square_tiny': 'https://www.gamespot.com/a/uploads/square_tiny/box/4/2/3/117-423.jpg', 'screen_tiny': 'https://www.gamespot.com/a/uploads/screen_tiny/box/4/2/3/117-423.jpg', 'square_small': 'https://www.gamespot.com/a/uploads/square_small/box/4/2/3/117-423.jpg', 'original': 'https://www.gamespot.com/a/uploads/original/box/4/2/3/117-423.jpg'}",[{'name': 'Action'}],https://www.gamespot.com/hedz-head-extreme-destruction-zone/,['Action'],1,
119,Leisure Suit Larry's Casino,The combination of the Leisure Suit Larry franchise and a casino game sounds like a match made in sleaze heaven.,"{'square_tiny': 'https://www.gamespot.com/a/uploads/square_tiny/mig/6/9/8/9/2216989-leisure_suit_larry_casino__cdcovers_cc__front.jpg', 'screen_tiny': 'https://www.gamespot.com/a/uploads/screen_tiny/mig/6/9/8/9/2216989-leisure_suit_larry_casino__cdcovers_cc__front.jpg', 'square_small': 'https://www.gamespot.com/a/uploads/square_small/mig/6/9/8/9/2216989-leisure_suit_larry_casino__cdcovers_cc__front.jpg', 'original': 'https://www.gamespot.com/a/uploads/original/mig/6/9/8/9/2216989-leisure_suit_larry_casino__cdcovers_cc__front.jpg'}",[{'name': 'Gambling'}],https://www.gamespot.com/leisure-suit-larrys-casino/,['Gambling'],1,
120,Dominion: Storm Over Gift 3,"Its lack of distinguishing features renders it entirely tedious for real-time veterans, while its difficulty and bland presentation make it the wrong choice for newcomers to the genre.","{'square_tiny': 'https://www.gamespot.com/a/uploads/square_tiny/mig/8/9/7/7/2208977-dominion_box.jpg', 'screen_tiny': 'https://www.gamespot.com/a/uploads/screen_tiny/mig/8/9/7/7/2208977-dominion_box.jpg', 'square_small': 'https://www.gamespot.com/a/uploads/square_small/mig/8/9/7/7/2208977-dominion_box.jpg', 'original': 'https://www.gamespot.com/a/uploads/original/mig/8/9/7/7/2208977-dominion_box.jpg'}","[{'name': 'Real-Time'}, {'name': 'Strategy'}]",https://www.gamespot.com/dominion-storm-over-gift-3/,"['Real-Time', 'Strategy']",2,
121,Tribal Rage,"Set on yet another postapocalyptic Earth, Tribal Rage lets you battle as one of six allegedly wacky tribes for domination of the scorched planet.","{'square_tiny': 'https://www.gamespot.com/a/uploads/square_tiny/box/4/2/9/121-429.jpg', 'screen_tiny': 'https://www.gamespot.com/a/uploads/screen_tiny/box/4/2/9/121-429.jpg', 'square_small': 'https://www.gamespot.com/a/uploads/square_small/box/4/2/9/121-429.jpg', 'original': 'https://www.gamespot.com/a/uploads/original/box/4/2/9/121-429.jpg'}","[{'name': 'Real-Time'}, {'name': 'Strategy'}]",https://www.gamespot.com/tribal-rage/,"['Real-Time', 'Strategy']",2,
122,Messiah,"Messiah is relatively short, and the memorable set pieces are interrupted by too many uninspired jumping puzzles.","{'square_tiny': 'https://www.gamespot.com/a/uploads/square_tiny/mig/7/9/4/4/2217944-1038153183_00.jpg', 'screen_tiny': 'https://www.gamespot.com/a/uploads/screen_tiny/mig/7/9/4/4/2217944-1038153183_00.jpg', 'square_small': 'https://www.gamespot.com/a/uploads/square_small/mig/7/9/4/4/2217944-1038153183_00.jpg', 'original': 'https://www.gamespot.com/a/uploads/original/mig/7/9/4/4/2217944-1038153183_00.jpg'}","[{'name': 'Action'}, {'name': 'Adventure'}]",https://www.gamespot.com/messiah/,"['Action', 'Adventure']",2,
123,Revenge of Arcade,"Revenge of Arcade's big problem is, surprisingly, the selection of games.","{'square_tiny': 'https://www.gamespot.com/a/uploads/square_tiny/box/4/3/6/123-436.jpg', 'screen_tiny': 'https://www.gamespot.com/a/uploads/screen_tiny/box/4/3/6/123-436.jpg', 'square_small': 'https://www.gamespot.com/a/uploads/square_small/box/4/3/6/123-436.jpg', 'original': 'https://www.gamespot.com/a/uploads/original/box/4/3/6/123-436.jpg'}",[{'name': 'Compilation'}],https://www.gamespot.com/revenge-of-arcade/,['Compilation'],1,
